DTL_ADRES,USE_SE_CD,LO,VT_ACMDFCLTY_NM,RN_DTL_ADRES,ACMD_BULD_MNG_NO,BDONG_CD,ARCD,HDONG_CD,FCLTY_AR,LA,ACMDFCLTY_SN,EQK_ACMDFCLTY_ADRES,TELNO,VT_ACMD_PSBL_NMPR
,1,127.1132759,잠실여자고등학교 운동장,서울특별시 송파구 송파대로38길 8(송파동),,1171010400,1171000000,1171059000,13369,37.50181153,85,서울특별시 송파구 송파동 179,02-2147-3105,16205
,1,127.3769303,대전둔원중학교운동장,,,3017011100,3017000000,3017058100,987,36.34231292,26,대전광역시 서구 갈마동 1416,042-530-3206,1196
,1,127.1408094,상하초등학교 운동장,경기도 용인시 기흥구 중부대로788번길 27(상하동),,4146311700,4146000000,4146358600,2884,37.25683576,95,경기도 용인시 기흥구 상하동 674,031-281-3125,3496
,1,129.3433334,외솔초등학교운동장,울산광역시 중구 종가로 700(서동),,3111011400,3111000000,3111063000,4302,35.58333859,46,울산광역시 중구 서동 621,290-4066,5215
,1,127.2399777,온빛초등학교 운동장,세종특별자치시  만남로 170(고운동),,3611011200,3611000000,3611055000,2280,36.51452977,50,세종특별자치시 세종시 고운동 1398,044-903-3700,2763
,1,129.2329395,범서생활체육공원 운동장,울산광역시 울주군 범서읍 천상중앙길 34,,3171025922,3171000000,3171025900,17000,35.56496082,57,울산광역시 울주군 범서읍 천상리 46-2,052-204-4214,20606
,1,127.2597939,양지초등학교 운동장 ,세종특별자치시  보듬8로 11(도담동),,3611011400,3611000000,3611052000,2925,36.5182763,47,세종특별자치시 세종시 도담동 583,044-867-9053,3545
,1,127.412649,대전목상초등학교 운동장,대전광역시 대덕구 대덕대로1486번길 117(목상동),,3023011200,3023000000,3023058000,4458,36.44516,16,대전광역시 대덕구 목상동 870,042-934-6317,5404
,1,127.3788146,대전내동초등학교운동장,대전광역시 서구 동서대로1063번길 13(내동),,3017011000,3017000000,3017057500,918,36.33070371,23,대전광역시 서구 내동 13-1,042-535-8791,1113
,1,126.8955342,도암중학교 운동장,전라남도 화순군 도암면 권동길 4-6 ,,4679037025,4679000000,4679037000,4000,34.93784286,24,전라남도 화순군 도암면 원천리 829,061-373-0585,4848
,1,126.7444095,인천영선고등학교 운동장,인천광역시 부평구 체육관로 179(삼산동),,2823710500,2823700000,2823764800,2220,37.5160136,133,인천광역시 부평구 삼산동 448-5,032-511-1645,2690
,1,127.0526461,동면중학교 운동장,전라남도 화순군 동면 천덕길 104,,4679042031,4679000000,4679042000,5400,35.02472322,22,전라남도 화순군 동면 천덕리 84,061-372-8069,6545
,1,127.1346485,전주에코시티 고등학교 예정부지,,,5211312200,5211000000,5211364000,13000,35.87825488,153,전북특별자치도 전주시 덕진구 송천동2가 1302,063-281-5165,15757
,1,127.5267877,군북초등학교 운동장,충청남도 금산군 군북면 군북로 714,,4471034025,4471000000,4471034000,1540,36.16806349,3,충청남도 금산군 군북면 두두리 355-1,041-753-2919,1866
,1,127.5024192,용문초등학교 운동장,충청남도 금산군 군북면 시두물길 15,,4471034022,4471000000,4471034000,1380,36.13445058,5,충청남도 금산군 군북면 내부리 367,041-753-4594,1672
,1,126.9698849,덕암초등학교 운동장,충청남도 공주시 유구읍 금계산로 943,,4415025034,4415000000,4415025000,1200,36.62971176,3,충청남도 공주시 유구읍 덕곡리 3-11,041-840-2293,1454
,1,128.5815847,계명대학교 대명캠퍼스 운동장,대구광역시 남구 명덕로 104(대명동),,2720010300,2720000000,2720058600,9000,35.85378073,41,대구광역시 남구 대명동 2139-12,053-620-2321,10909
,1,126.9275535,녹번동마을마당,,,1138010200,1138000000,1138051000,718,37.60606785,24,서울특별시 은평구 녹번동 104-7,02-351-5004,870
,1,126.9118125,신흥어린이공원,서울특별시 은평구 증산로21길 25(신사동),,1138010900,1138000000,1138063100,696,37.59608542,78,서울특별시 은평구 신사동 31-2,02-351-5354,844
,1,126.905973,문성중학교 운동장,광주광역시 남구 제석로 73(봉선동),,2915511500,2915500000,2915553800,4258,35.1195751,26,광주광역시 남구 봉선동 599-1,062-607-2945,5161
,1,128.1621051,상주 왕산역사공원,,,4725010600,4725000000,4725051000,2700,36.41679305,42,경상북도 상주시 서성동 163-48,054-537-6103,3273
,1,126.9454563,누리문화공원,경기도 수원시 권선구 서수원로577번길 225(금곡동),,4111313400,4111000000,4111366200,11400,37.27623592,52,경기도 수원시 권선구 금곡동 1074,031-228-2933,13818
,1,126.8460544,성재중학교 운동장,서울특별시 강서구 허준로 36(가양동),,1150010400,1150000000,1150060300,3304,37.56927724,120,서울특별시 강서구 가양동 1463,02-2600-6439,4005
,1,126.726707,인천갈산중학교 운동장,인천광역시 부평구 주부토로 166(갈산동),,2823710600,2823700000,2823764200,2520,37.50975245,136,인천광역시 부평구 갈산동 372,032-628-3986,3054
,1,127.3677267,진산초등학교 운동장,충청남도 금산군 진산면 읍내로 41,,4471037028,4471000000,4471037000,1893,36.14325098,27,충청남도 금산군 진산면 읍내리 531,041-752-2806,2294
,1,127.1411711,계룡초등학교 운동장,충청남도 공주시 계룡면 영규대사로 459,,4415033037,4415000000,4415033000,2070,36.3572691,8,충청남도 공주시 계룡면 유평리 286,041-840-2293,2509
,1,126.8376356,첨단초등학교 운동장,광주광역시 광산구 임방울대로 727-20 (월계동),,2920011500,2920000000,2920062400,2855,35.21939431,41,광주광역시 광산구 월계동 758-1,062-960-8670,3460
,1,127.2468477,제천뜰 근린공원,,,3611011100,3611000000,3611051000,12000,36.50367165,90,세종특별자치시 세종시 종촌동 676,044-301-3613,14545
,1,126.909209,은평중학교  운동장,서울특별시 은평구 갈현로17나길 12-1 (구산동),,1138010500,1138000000,1138056000,6612,37.61049444,35,서울특별시 은평구 구산동 182-44,02-381-3541,8015
,1,126.9195465,대조초등학교 운동장,서울특별시 은평구 연서로18길 17(대조동),,1138010600,1138000000,1138057000,14207,37.61263701,40,서울특별시 은평구 대조동 212-1,02-355-3784,17221
761-9,1,126.9230169,백련아름어린이공원,,,1138010700,1138000000,1138058000,2254,37.58708763,83,서울특별시 은평구 응암동 761-9,02-351-5245,2732
,1,126.9428065,당수체육공원,,,4111314100,4111000000,4111370000,15592,37.29208983,51,경기도 수원시 권선구 당수동 162-1,031-228-2933,18899
,1,126.8146447,김제서고등학교,전북특별자치도 김제시 죽산면 해학로 17,,5221032021,5221000000,5221032000,7000,35.77143038,16,전북특별자치도 김제시 죽산면 죽산리 600-25,063-540-3303,8484
,1,127.2596222,도담 싱싱장터 주차장,세종특별자치시  보듬6로 16(도담동),,3611011400,3611000000,3611052000,10000,36.51572833,91,세종특별자치시 세종시 도담동 654,044-866-4905,12121
,1,127.2624774,어진뜰 근린공원,,,3611011000,3611000000,3611051000,9085,36.49793982,93,세종특별자치시 세종시 어진동 598,044-301-3623,11012
,1,126.3243205,화원고등학교운동장,전라남도 해남군 화원면 신평리길 25-19 ,,4682043023,4682000000,4682043000,5500,34.66987874,21,전라남도 해남군 화원면 신덕리 45,061-532-3613,6667
,1,127.2515219,새움초등학교 운동장,세종특별자치시  다정남로 91(다정동),,3611010900,3611000000,3611058000,2400,36.49361658,97,세종특별자치시 세종시 다정동 928,044-902-3205,2909
,1,127.1757619,신덕초등학교 운동장,전북특별자치도 임실군 신덕면 수지로 56,,5275036021,5275000000,5275036000,1555,35.68209675,8,전북특별자치도 임실군 신덕면 수천리 840,063-640-2636,471
,1,127.0108688,장안공원,경기도 수원시 장안구 팔달로 238(영화동),,4111113400,4111000000,4111158000,35000,37.28695179,3,경기도 수원시 장안구 영화동 349-26,031-228-2933,42424
,1,127.0076716,화서공원,,,4111513800,4111000000,4111568000,20000,37.2846385,5,경기도 수원시 팔달구 화서동 26-35,031-228-2933,24242
,1,127.0246,동공원,,,4111113700,4111000000,4111160000,165137,37.2909,6,경기도 수원시 장안구 연무동 산 23-1,031-228-2933,200166
,1,126.7877782,백산초등학교 운동장,,,5280038028,5280000000,5280038000,2500,35.70112765,5,전북특별자치도 부안군 백산면 평교리 205,063-580-3691,3030
,1,127.0439029,한양대학교사범대학부속중학교 운동장,서울특별시 성동구 마조로 42(사근동),,1120010600,1120000000,1120055000,7788,37.56167377,5,서울특별시 성동구 사근동 223,02-2200-3502,9440
,1,127.0332739,무학여자고등학교 운동장,서울특별시 성동구 고산자로 197(행당동),,1120010700,1120000000,1120057000,2600,37.55767487,7,서울특별시 성동구 행당동 322-1,02-2200-1881,3152
,1,128.7020092,옥포 중앙근린공원,,,4831010600,4831000000,4831055000,13439,34.89430548,3,경상남도 거제시 옥포동 산 71-21,055-639-3696,16290
,1,126.9713012,탑동공원,경기도 수원시 권선구 탑동로57번길 35(탑동),,4111313300,4111000000,4111356000,4201,37.27311716,23,경기도 수원시 권선구 탑동 746-1,031-228-2933,5092
,1,126.872027,화정초등학교  운동장,광주광역시 서구 월드컵4강로146번길 10(화정동),,2914011900,2914000000,2914076000,5324,35.14833,16,광주광역시 서구 화정동 328-3,062-360-7057,6453
,1,127.3233628,수동초등학교 운동장,경기도 남양주시 수동면 비룡로 832,,4136034026,4136000000,4136034000,4215,37.71163255,37,경기도 남양주시 수동면 입석리 458-1,031-590-2892,5109
,1,127.9641225,단구초등학교,강원특별자치도 원주시 단구초교길 5(단구동),,5113010700,5113000000,5113055000,3306,37.3222329,5,강원특별자치도 원주시 단구동 106,033-765-0493,4007
,1,127.3187402,남양주 송촌초등학교 운동장,경기도 남양주시 조안면 북한강로499번길 30,,4136036024,4136000000,4136036000,2887,37.56739642,38,경기도 남양주시 조안면 송촌리 692,031-590-2892,3499
,1,127.0451778,청담초등학교 운동장,서울특별시 강남구 압구정로71길 9(청담동),,1168010400,1168000000,1168056500,5684,37.52785751,6,서울특별시 강남구 청담동 142,02-3423-7717,6890
,1,127.1119566,신백현초등학교운동장,경기도 성남시 분당구 판교역로14번길 42(백현동),,4113511000,4113000000,4113565700,9644,37.38689643,3,경기도 성남시 분당구 백현동 559,031-8017-2073,11690
,1,127.0431213,청담고등학교 운동장,,,1168011000,1168000000,1168051000,3522,37.52832412,8,서울특별시 강남구 압구정동 526,02-3423-7606,4269
1247-0,1,128.6274281,청산어린이공원,,,2726011200,2726000000,2726065100,1493,35.82352438,119,대구광역시 수성구 지산동 1247,053-666-2850,1809
,1,128.5489272,내삼공원,,,2717010100,2717000000,2717051000,1653,35.85605423,28,대구광역시 서구 내당동 458-4,053-663-2895,2003
,1,128.0451827,평거초등학교 운동장,경상남도 진주시 진양호로51번길 16(판문동),,4817012900,4817000000,4817073000,8066,35.16902475,42,경상남도 진주시 판문동 290,055-746-4409,9777
1485-17,1,129.1085314,중남초등학교 운동장,울산광역시 울주군 삼남읍 사촌신복로 572,,3171026523,3171000000,3171026500,3500,35.53623213,44,울산광역시 울주군 삼남읍 신화리 1485-17,052-204-4914,4242
539-1,1,128.4485532,현풍초등학교운동장,대구광역시 달성군 현풍읍 비슬로134길 167-6 ,,2771026521,2771000000,2771026500,4526,35.69752026,38,대구광역시 달성군 현풍읍 상리 539-1,053-668-2995,5486
2947-0,1,128.4453993,경서중학교운동장,,,2771026222,2771000000,2771026200,10029,35.78189307,42,대구광역시 달성군 옥포읍 교항리 2947,053-668-2995,12156
,1,128.4565249,다사중학교운동장,대구광역시 달성군 다사읍 매곡로2길 8-5 ,,2771025628,2771000000,2771025600,3609,35.86273692,45,대구광역시 달성군 다사읍 매곡리 729,053-668-2995,4374
302-0,1,128.4990674,서재중학교운동장,대구광역시 달성군 다사읍 서재로26길 18,,2771025625,2771000000,2771025700,4049,35.8731913,48,대구광역시 달성군 다사읍 서재리 302,053-668-2995,4907
,1,126.7357462,동패중학교 운동장,경기도 파주시 교하로 381(동패동),,4148011300,4148000000,4148057000,2367,37.70838238,117,경기도 파주시 동패동 1765,031-8071-8175,3906
,1,127.0434633,가인초등학교 운동장,서울특별시 도봉구 도봉로136다길 4(창동),,1132010700,1132000000,1132051500,689,37.65969308,20,서울특별시 도봉구 창동 224-20,02-2091-5779,840
,1,126.8694311,비봉초등학교 운동장,경기도 화성시 효행구 비봉면 양노로 71,,4159332024,4159000000,4159332000,4785,37.23667056,21,경기도 화성시 효행구 비봉면 삼화리 537,031-5189-3456,5800
6-0,1,126.7969841,입암초등학교 운동장,전북특별자치도 정읍시 입암면 입암중앙길 29,,5218032024,5218000000,5218032000,9919,35.50561844,7,전북특별자치도 정읍시 입암면 천원리 6,063-539-5962,12023
,1,127.9364135,단계초등학교,강원특별자치도 원주시 북원로 2387(단계동),,5113011000,5113000000,5113059000,5598,37.3586604,3,강원특별자치도 원주시 단계동 82,033-742-3441,6785
,1,126.854791,만호초등학교  운동장,광주광역시 서구 금화로 53(금호동),,2914013000,2914000000,2914082100,4112,35.1324524,22,광주광역시 서구 금호동 244-16,062-360-7057,4984
1013-2,1,127.0558487,단국대부속고등학교 운동장,서울특별시 강남구 도곡로64길 21(대치동),,1168010600,1168000000,1168060000,9800,37.49607868,11,서울특별시 강남구 대치동 1013-2,02-3423-8305,11878
,1,127.0638788,대현초등학교 운동장,,,1168010600,1168000000,1168060000,4000,37.50356822,12,서울특별시 강남구 대치동 969,02-3423-8406,4848
,1,127.0375105,언주초등학교 운동장,,,1168011800,1168000000,1168065500,2580,37.4868493,15,서울특별시 강남구 도곡동 922,02-3423-7454,3127
,1,127.9595715,태장중학교,강원특별자치도 원주시 치악로 2006(태장동),,5113011200,5113000000,5113061000,5325,37.35777137,11,강원특별자치도 원주시 태장동 720-1,033-747-9620,6454
,1,127.9512888,태장초등학교,강원특별자치도 원주시 현충로 260(태장동),,5113011200,5113000000,5113062000,7144,37.37632162,12,강원특별자치도 원주시 태장동 1002,033-731-8452,8659
,1,126.859779,빛고을초등학교  운동장,광주광역시 서구 동천로 7(동천동),,2914013300,2914000000,2914084000,3320,35.168875,29,광주광역시 서구 동천동 507,062-360-7057,4024
,1,127.9094195,흥업초등학교,강원특별자치도 원주시 흥업면 사제로 101,,5113037021,5113000000,5113037000,5869,37.30716869,14,강원특별자치도 원주시 흥업면 흥업리 865-3,033-763-7812,7114
,1,127.0782928,반달공원,경기도 수원시 영통구 반달로 77(영통동),,4111710500,4111000000,4111757000,15000,37.25070992,34,경기도 수원시 영통구 영통동 1012-4,031-228-2933,18182
,1,127.0809567,중동고등학교 운동장,,,1168011400,1168000000,1168067000,10419,37.49274755,19,서울특별시 강남구 일원동 618,02-3423-8353,12629
,1,127.0626363,벽적골공원,경기도 수원시 영통구 덕영대로1555번길 60(영통동),,4111710500,4111000000,4111757000,12875,37.24854436,35,경기도 수원시 영통구 영통동 969-2,031-228-2933,15606
